总价(万),单价(元/平米),房型,楼层,朝向,户型结构,装修情况,总面积,建造时间,小区名称,地区,是否有电梯,建筑结构,梯户比例,total_price,unit_price,total_area,build_year,community,district,room_cnt,hall_cnt,toilet_cnt,floor_level,floor_code,direction_clean,is_south_facing,decoration_type,decoration_score,area_range,house_age,age_range,price_level,elevator_num,household_num,density,is_valid
145.0,11241,3室2厅2卫,中楼层,南北,平层,其他,129.0,2013,湘江700,岳麓,有,钢混结构,其他,145.0,11241,129.0,2013,湘江700,岳麓,3,2,2,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
55.0,5842,3室2厅2卫,中楼层,东南,平层,简装,94.15,2013,才子城,望城,有,钢混结构,两梯四户,55.0,5842,94.15,2013,才子城,望城,3,2,2,中楼层,2,东南,1,简装,2,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
140.0,13483,3室2厅1卫,低楼层,南,平层,精装,103.84,2010,星城荣域,天心,有,钢混结构,两梯四户,140.0,13483,103.84,2010,星城荣域,天心,3,2,1,低楼层,1,正南,1,精装,3,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
141.0,10470,3室2厅2卫,低楼层,南北,平层,精装,134.68,2006,富景园,天心,有,钢混结构,一梯两户,141.0,10470,134.68,2006,富景园,天心,3,2,2,低楼层,1,南北通透,1,精装,3,中户型(90-144㎡),20,老房(11-20年),豪宅,,,,1
236.0,18386,4室2厅2卫,高楼层,南,平层,精装,128.36,2016,旭辉国际广场,雨花,有,钢混结构,一梯两户,236.0,18386,128.36,2016,旭辉国际广场,雨花,4,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),10,次新房(6-10年),豪宅,,,,1
89.8,6380,4室2厅2卫,低楼层,南北,平层,毛坯,140.76,2013,荣盛城,长沙县,有,钢混结构,其他,89.8,6380,140.76,2013,荣盛城,长沙县,4,2,2,低楼层,1,南北通透,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
92.8,10533,3室2厅1卫,高楼层,南北,平层,精装,88.11,2014,芒果雅苑,雨花,有,钢混结构,两梯六户,92.8,10533,88.11,2014,芒果雅苑,雨花,3,2,1,高楼层,3,南北通透,1,精装,3,小户型(<90㎡),12,老房(11-20年),豪宅,,,,1
162.0,13858,3室2厅2卫,中楼层,东南,平层,毛坯,116.9,2013,中建钰和城,天心,有,钢混结构,其他,162.0,13858,116.9,2013,中建钰和城,天心,3,2,2,中楼层,2,东南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
18.0,3624,2室1厅1卫,低楼层,南,平层,毛坯,49.68,2013,大汉月亮河畔,望城,有,钢混结构,六梯二十四户,18.0,3624,49.68,2013,大汉月亮河畔,望城,2,1,1,低楼层,1,正南,1,毛坯,1,小户型(<90㎡),13,老房(11-20年),豪宅,6.0,24.0,4.0,1
52.8,5725,2室2厅1卫,低楼层,南,平层,其他,92.24,2013,鑫天山城明珠,天心,有,钢混结构,其他,52.8,5725,92.24,2013,鑫天山城明珠,天心,2,2,1,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
74.0,8315,3室2厅1卫,中楼层,南,平层,精装,89.0,2014,保利香槟国际,长沙县,有,钢混结构,两梯四户,74.0,8315,89.0,2014,保利香槟国际,长沙县,3,2,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),12,老房(11-20年),豪宅,,,,1
150.0,15005,3室2厅1卫,中楼层,南,平层,精装,99.97,2016,建发中央公园,雨花,有,钢混结构,两梯四户,150.0,15005,99.97,2016,建发中央公园,雨花,3,2,1,中楼层,2,正南,1,精装,3,中户型(90-144㎡),10,次新房(6-10年),豪宅,,,,1
70.0,8938,2室2厅1卫,高楼层,南,平层,其他,78.32,2014,芒果雅苑,雨花,有,钢混结构,四梯十五户,70.0,8938,78.32,2014,芒果雅苑,雨花,2,2,1,高楼层,3,正南,1,其他,0,小户型(<90㎡),12,老房(11-20年),豪宅,4.0,15.0,3.75,1
135.0,9826,4室2厅2卫,高楼层,南,平层,其他,137.4,2013,中建嘉和城,雨花,有,钢混结构,两梯三户,135.0,9826,137.4,2013,中建嘉和城,雨花,4,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
70.0,5882,4室2厅2卫,高楼层,南北,平层,其他,119.01,2018,凯富南方鑫城,天心,有,钢混结构,其他,70.0,5882,119.01,2018,凯富南方鑫城,天心,4,2,2,高楼层,3,南北通透,1,其他,0,中户型(90-144㎡),8,次新房(6-10年),豪宅,,,,1
86.0,9671,3室2厅1卫,高楼层,南,平层,简装,88.93,2011,珠江花城三期,开福,有,钢混结构,两梯四户,86.0,9671,88.93,2011,珠江花城三期,开福,3,2,1,高楼层,3,正南,1,简装,2,小户型(<90㎡),15,老房(11-20年),豪宅,,,,1
65.8,6327,3室2厅1卫,低楼层,南,平层,精装,104.0,2011,锦璨家园,长沙县,有,钢混结构,三梯八户,65.8,6327,104.0,2011,锦璨家园,长沙县,3,2,1,低楼层,1,正南,1,精装,3,中户型(90-144㎡),15,老房(11-20年),豪宅,3.0,8.0,2.6666666666666665,1
75.0,7983,3室1厅1卫,高楼层,南,平层,精装,93.95,2013,中海国际社区一期,岳麓,有,钢混结构,两梯四户,75.0,7983,93.95,2013,中海国际社区一期,岳麓,3,1,1,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
99.0,8462,3室2厅2卫,中楼层,南,平层,简装,117.0,2013,凤凰城（三期）紫云府,长沙县,有,钢混结构,两梯四户,99.0,8462,117.0,2013,凤凰城（三期）紫云府,长沙县,3,2,2,中楼层,2,正南,1,简装,2,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
86.0,10125,3室1厅1卫,中楼层,东南,平层,精装,84.94,2013,新华联梦想城,望城,有,钢混结构,其他,86.0,10125,84.94,2013,新华联梦想城,望城,3,1,1,中楼层,2,东南,1,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
70.0,6587,3室2厅2卫,高楼层,南,平层,毛坯,106.27,2016,澳海澜庭,望城,有,钢混结构,三梯四户,70.0,6587,106.27,2016,澳海澜庭,望城,3,2,2,高楼层,3,正南,1,毛坯,1,中户型(90-144㎡),10,次新房(6-10年),豪宅,3.0,4.0,1.3333333333333333,1
498.0,21747,4室2厅3卫,低楼层,南北,平层,其他,229.0,2012,运达中央广场,雨花,有,钢混结构,两梯两户,498.0,21747,229.0,2012,运达中央广场,雨花,4,2,3,低楼层,1,南北通透,1,其他,0,大户型(>144㎡),14,老房(11-20年),豪宅,,,,1
84.8,9734,2室2厅1卫,高楼层,南,平层,其他,87.12,2013,时代倾城,望城,有,钢混结构,两梯四户,84.8,9734,87.12,2013,时代倾城,望城,2,2,1,高楼层,3,正南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
132.0,12252,3室2厅2卫,中楼层,东南,平层,精装,107.74,2013,阳光城溪山悦,岳麓,有,钢混结构,其他,132.0,12252,107.74,2013,阳光城溪山悦,岳麓,3,2,2,中楼层,2,东南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
126.0,10114,3室2厅2卫,高楼层,北南,平层,简装,124.59,2015,珠江郦城探香里,开福,有,钢混结构,两梯四户,126.0,10114,124.59,2015,珠江郦城探香里,开福,3,2,2,高楼层,3,北,1,简装,2,中户型(90-144㎡),11,老房(11-20年),豪宅,,,,1
135.0,10646,4室2厅2卫,低楼层,东南,平层,其他,126.81,2013,鑫远悦城,天心,有,框架结构,两梯四户,135.0,10646,126.81,2013,鑫远悦城,天心,4,2,2,低楼层,1,东南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
72.0,9305,2室2厅1卫,高楼层,南,平层,其他,77.38,2012,金土地第一湾,开福,有,钢混结构,三梯十五户,72.0,9305,77.38,2012,金土地第一湾,开福,2,2,1,高楼层,3,正南,1,其他,0,小户型(<90㎡),14,老房(11-20年),豪宅,3.0,15.0,5.0,1
37.0,5714,2室1厅1卫,中楼层,南,平层,精装,64.76,2004,信和苑一区,雨花,有,钢混结构,其他,37.0,5714,64.76,2004,信和苑一区,雨花,2,1,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),22,老旧房(>20年),豪宅,,,,1
72.0,8880,2室2厅1卫,高楼层,南,平层,毛坯,81.09,2013,牛力家园,岳麓,有,钢混结构,其他,72.0,8880,81.09,2013,牛力家园,岳麓,2,2,1,高楼层,3,正南,1,毛坯,1,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
81.8,9494,2室1厅1卫,中楼层,南,平层,精装,86.16,2004,鑫天鑫城,雨花,有,钢混结构,一梯三户,81.8,9494,86.16,2004,鑫天鑫城,雨花,2,1,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),22,老旧房(>20年),豪宅,1.0,3.0,3.0,1
112.0,9820,3室2厅2卫,低楼层,南,平层,精装,114.06,2016,恒大江湾,芙蓉,有,钢混结构,其他,112.0,9820,114.06,2016,恒大江湾,芙蓉,3,2,2,低楼层,1,正南,1,精装,3,中户型(90-144㎡),10,次新房(6-10年),豪宅,,,,1
109.0,8383,3室2厅2卫,高楼层,南北,平层,简装,130.04,2003,南天花园,开福,有,钢混结构,其他,109.0,8383,130.04,2003,南天花园,开福,3,2,2,高楼层,3,南北通透,1,简装,2,中户型(90-144㎡),23,老旧房(>20年),豪宅,,,,1
158.0,11913,4室2厅2卫,低楼层,南,平层,精装,132.63,2013,建工·象山国际,岳麓,有,钢混结构,其他,158.0,11913,132.63,2013,建工·象山国际,岳麓,4,2,2,低楼层,1,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
56.0,8165,3室1厅1卫,高楼层,南,平层,精装,68.59,2017,新长海广场,长沙县,有,钢混结构,四梯五户,56.0,8165,68.59,2017,新长海广场,长沙县,3,1,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),9,次新房(6-10年),豪宅,4.0,5.0,1.25,1
52.0,8270,2室2厅1卫,高楼层,南北,平层,其他,62.88,2013,才子嘉都,天心,有,未知结构,两梯十二户,52.0,8270,62.88,2013,才子嘉都,天心,2,2,1,高楼层,3,南北通透,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
65.0,5675,3室2厅2卫,高楼层,南,平层,精装,114.54,2019,中安善化国际,长沙县,有,钢混结构,两梯三户,65.0,5675,114.54,2019,中安善化国际,长沙县,3,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),7,次新房(6-10年),豪宅,,,,1
308.0,20926,4室2厅2卫,高楼层,南北,平层,精装,147.19,2013,绿地麓湖郡,岳麓,有,钢混结构,一梯两户,308.0,20926,147.19,2013,绿地麓湖郡,岳麓,4,2,2,高楼层,3,南北通透,1,精装,3,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
266.0,18709,4室2厅2卫,中楼层,南,平层,其他,142.18,2013,中海阅麓山,岳麓,有,钢混结构,其他,266.0,18709,142.18,2013,中海阅麓山,岳麓,4,2,2,中楼层,2,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
42.0,8088,1室1厅1卫,中楼层,东,平层,其他,51.93,2013,美林银谷国际社区,岳麓,有,钢混结构,三梯十八户,42.0,8088,51.93,2013,美林银谷国际社区,岳麓,1,1,1,中楼层,2,东,0,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,3.0,18.0,6.0,1
174.0,11117,4室2厅2卫,中楼层,南北,平层,其他,156.53,2010,科大佳园北苑,开福,有,钢混结构,两梯两户,174.0,11117,156.53,2010,科大佳园北苑,开福,4,2,2,中楼层,2,南北通透,1,其他,0,大户型(>144㎡),16,老房(11-20年),豪宅,,,,1
95.0,9926,2室1厅1卫,高楼层,南,平层,精装,95.71,2013,德思勤城市广场,雨花,有,钢混结构,三梯十户,95.0,9926,95.71,2013,德思勤城市广场,雨花,2,1,1,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,3.0,10.0,3.3333333333333335,1
102.0,9526,3室2厅2卫,中楼层,南,平层,其他,107.08,2008,和庄,天心,有,钢混结构,三梯九户,102.0,9526,107.08,2008,和庄,天心,3,2,2,中楼层,2,正南,1,其他,0,中户型(90-144㎡),18,老房(11-20年),豪宅,3.0,9.0,3.0,1
35.8,6062,2室1厅1卫,中楼层,南,平层,简装,59.06,2013,朝阳一村,芙蓉,有,钢混结构,其他,35.8,6062,59.06,2013,朝阳一村,芙蓉,2,1,1,中楼层,2,正南,1,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
86.8,7060,3室2厅2卫,高楼层,南北,平层,简装,122.96,2013,丰园城,雨花,有,钢混结构,一梯两户,86.8,7060,122.96,2013,丰园城,雨花,3,2,2,高楼层,3,南北通透,1,简装,2,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
68.8,8452,3室2厅2卫,高楼层,南北,平层,其他,81.41,2013,花样年华,长沙县,有,钢混结构,两梯五户,68.8,8452,81.41,2013,花样年华,长沙县,3,2,2,高楼层,3,南北通透,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
117.0,10905,4室2厅2卫,中楼层,南北,平层,其他,107.3,2014,国泰九龙湾,长沙县,有,钢混结构,两梯四户,117.0,10905,107.3,2014,国泰九龙湾,长沙县,4,2,2,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),12,老房(11-20年),豪宅,,,,1
155.0,15062,3室2厅2卫,低楼层,东,平层,其他,102.91,2013,中海麓山境,岳麓,有,钢混结构,两梯四户,155.0,15062,102.91,2013,中海麓山境,岳麓,3,2,2,低楼层,1,东,0,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
86.0,8631,3室2厅2卫,中楼层,东南南,平层,简装,99.65,2013,湘江锦绣,天心,有,钢混结构,两梯四户,86.0,8631,99.65,2013,湘江锦绣,天心,3,2,2,中楼层,2,东南,1,简装,2,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
150.0,9869,5室2厅2卫,高楼层,南,平层,其他,152.0,2013,融科东南海,雨花,有,钢混结构,两梯三户,150.0,9869,152.0,2013,融科东南海,雨花,5,2,2,高楼层,3,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
100.0,10099,3室2厅1卫,高楼层,南,平层,其他,99.02,2013,澳海澜庭,望城,有,钢混结构,其他,100.0,10099,99.02,2013,澳海澜庭,望城,3,2,1,高楼层,3,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
58.0,7113,2室1厅1卫,低楼层,南,平层,其他,81.55,2013,未来康桥长郡,长沙县,有,钢混结构,两梯四户,58.0,7113,81.55,2013,未来康桥长郡,长沙县,2,1,1,低楼层,1,正南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
68.0,7786,2室2厅1卫,中楼层,南,平层,其他,87.34,2013,时代倾城,望城,有,钢混结构,两梯四户,68.0,7786,87.34,2013,时代倾城,望城,2,2,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
45.0,8435,2室1厅1卫,中楼层,南,平层,简装,53.35,2013,五一东村,芙蓉,有,钢混结构,其他,45.0,8435,53.35,2013,五一东村,芙蓉,2,1,1,中楼层,2,正南,1,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
298.0,16840,4室2厅2卫,高楼层,南,平层,精装,176.96,2014,恒大华府,岳麓,有,钢混结构,两梯两户,298.0,16840,176.96,2014,恒大华府,岳麓,4,2,2,高楼层,3,正南,1,精装,3,大户型(>144㎡),12,老房(11-20年),豪宅,,,,1
79.5,6612,3室2厅2卫,中楼层,南北,平层,精装,120.24,2004,山水人家一二期,长沙县,有,钢混结构,其他,79.5,6612,120.24,2004,山水人家一二期,长沙县,3,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),22,老旧房(>20年),豪宅,,,,1
79.0,8287,2室2厅1卫,高楼层,南北,平层,其他,95.34,2013,时代倾城,望城,有,钢混结构,两梯四户,79.0,8287,95.34,2013,时代倾城,望城,2,2,1,高楼层,3,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
81.0,8439,3室1厅1卫,中楼层,南,平层,其他,95.99,2021,长沙雅居乐新地,长沙县,有,钢混结构,其他,81.0,8439,95.99,2021,长沙雅居乐新地,长沙县,3,1,1,中楼层,2,正南,1,其他,0,中户型(90-144㎡),5,新房(0-5年),豪宅,,,,1
116.8,10094,3室2厅1卫,中楼层,南北,平层,其他,115.72,2021,碧桂园翘楚棠,长沙县,有,钢混结构,其他,116.8,10094,115.72,2021,碧桂园翘楚棠,长沙县,3,2,1,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),5,新房(0-5年),豪宅,,,,1
60.8,7509,3室2厅1卫,高楼层,南,平层,精装,80.97,2016,米兰春天,岳麓,有,钢混结构,两梯四户,60.8,7509,80.97,2016,米兰春天,岳麓,3,2,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),10,次新房(6-10年),豪宅,,,,1
120.0,10435,4室2厅2卫,低楼层,南,平层,其他,115.0,2013,悦湖山,长沙县,有,钢混结构,两梯四户,120.0,10435,115.0,2013,悦湖山,长沙县,4,2,2,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
46.8,6724,2室1厅1卫,低楼层,南,平层,其他,69.61,2010,尚都花园城,长沙县,有,钢混结构,六梯二十六户,46.8,6724,69.61,2010,尚都花园城,长沙县,2,1,1,低楼层,1,正南,1,其他,0,小户型(<90㎡),16,老房(11-20年),豪宅,6.0,26.0,4.333333333333333,1
92.0,9778,2室2厅1卫,高楼层,南北,平层,简装,94.09,2013,楚湘社区,天心,有,未知结构,一梯两户,92.0,9778,94.09,2013,楚湘社区,天心,2,2,1,高楼层,3,南北通透,1,简装,2,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
36.8,5372,2室1厅1卫,高楼层,南,平层,精装,68.51,1995,省金属回收公司宿舍,芙蓉,有,钢混结构,其他,36.8,5372,68.51,1995,省金属回收公司宿舍,芙蓉,2,1,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),31,老旧房(>20年),豪宅,,,,1
75.0,9616,2室2厅1卫,高楼层,北,平层,其他,78.0,2012,碧桂园威尼斯城水岸人家,长沙县,有,钢混结构,两梯四户,75.0,9616,78.0,2012,碧桂园威尼斯城水岸人家,长沙县,2,2,1,高楼层,3,北,0,其他,0,小户型(<90㎡),14,老房(11-20年),豪宅,,,,1
95.0,8516,3室2厅2卫,低楼层,南,平层,毛坯,111.56,2013,金地三千府,望城,有,钢混结构,一梯两户,95.0,8516,111.56,2013,金地三千府,望城,3,2,2,低楼层,1,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
125.8,10206,4室2厅2卫,中楼层,南北,平层,精装,123.27,2018,五江天街南区,雨花,有,钢混结构,两梯四户,125.8,10206,123.27,2018,五江天街南区,雨花,4,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),8,次新房(6-10年),豪宅,,,,1
92.0,10400,3室2厅1卫,低楼层,南,平层,简装,88.47,2014,中冶中央公园,岳麓,有,钢混结构,两梯三户,92.0,10400,88.47,2014,中冶中央公园,岳麓,3,2,1,低楼层,1,正南,1,简装,2,小户型(<90㎡),12,老房(11-20年),豪宅,,,,1
76.8,5648,3室2厅2卫,低楼层,南北,平层,精装,136.0,2013,馨怡园,宁乡,有,钢混结构,其他,76.8,5648,136.0,2013,馨怡园,宁乡,3,2,2,低楼层,1,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
275.2,17192,4室2厅2卫,高楼层,南,平层,精装,160.08,2013,保利天汇,岳麓,有,钢混结构,其他,275.2,17192,160.08,2013,保利天汇,岳麓,4,2,2,高楼层,3,正南,1,精装,3,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
30.0,7721,1室1厅1卫,中楼层,南,平层,其他,38.86,2010,中江佳境天成,雨花,有,钢混结构,两梯八户,30.0,7721,38.86,2010,中江佳境天成,雨花,1,1,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),16,老房(11-20年),豪宅,,,,1
86.8,8725,3室2厅2卫,中楼层,南,平层,毛坯,99.49,2013,长房明宸府,雨花,有,钢混结构,其他,86.8,8725,99.49,2013,长房明宸府,雨花,3,2,2,中楼层,2,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
95.0,8062,4室2厅2卫,高楼层,南,平层,其他,117.84,2014,公园尚,岳麓,有,钢混结构,两梯四户,95.0,8062,117.84,2014,公园尚,岳麓,4,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),12,老房(11-20年),豪宅,,,,1
580.0,22416,4室2厅2卫,低楼层,南,平层,精装,258.75,2013,湘江壹号三期,开福,有,钢混结构,三梯三户,580.0,22416,258.75,2013,湘江壹号三期,开福,4,2,2,低楼层,1,正南,1,精装,3,大户型(>144㎡),13,老房(11-20年),豪宅,3.0,3.0,1.0,1
56.6,6200,2室2厅1卫,高楼层,南北,平层,精装,91.3,2013,金帆小区,开福,有,钢混结构,其他,56.6,6200,91.3,2013,金帆小区,开福,2,2,1,高楼层,3,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
450.0,36122,3室2厅2卫,高楼层,南,平层,其他,124.58,2013,八方小区B区,岳麓,有,钢混结构,两梯三户,450.0,36122,124.58,2013,八方小区B区,岳麓,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),学区房,,,,1
300.0,17716,5室2厅2卫,高楼层,南北,平层,其他,169.34,2023,天城国际广场,天心,有,钢混结构,两梯四户,300.0,17716,169.34,2023,天城国际广场,天心,5,2,2,高楼层,3,南北通透,1,其他,0,大户型(>144㎡),3,新房(0-5年),豪宅,,,,1
63.8,4689,4室2厅2卫,低楼层,南北,平层,精装,136.09,2013,城市东家,宁乡,有,钢混结构,两梯四户,63.8,4689,136.09,2013,城市东家,宁乡,4,2,2,低楼层,1,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
138.0,9590,4室2厅2卫,中楼层,南,平层,精装,143.91,2019,中建璟和城,雨花,有,框架结构,两梯六户,138.0,9590,143.91,2019,中建璟和城,雨花,4,2,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),7,次新房(6-10年),豪宅,,,,1
118.8,8689,3室2厅2卫,低楼层,南北,平层,其他,136.73,2005,锦湘国际星城一期,雨花,有,钢混结构,一梯两户,118.8,8689,136.73,2005,锦湘国际星城一期,雨花,3,2,2,低楼层,1,南北通透,1,其他,0,中户型(90-144㎡),21,老旧房(>20年),豪宅,,,,1
140.0,13881,3室2厅1卫,高楼层,南,平层,精装,100.86,2013,梦想枫林湾,岳麓,有,钢混结构,两梯三户,140.0,13881,100.86,2013,梦想枫林湾,岳麓,3,2,1,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
69.0,6161,3室2厅2卫,中楼层,南北,平层,毛坯,112.0,2013,澳海望洲府,望城,有,钢混结构,其他,69.0,6161,112.0,2013,澳海望洲府,望城,3,2,2,中楼层,2,南北通透,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
40.8,4785,3室2厅1卫,中楼层,南,平层,毛坯,85.28,2015,绿地香树花城,望城,有,钢混结构,两梯四户,40.8,4785,85.28,2015,绿地香树花城,望城,3,2,1,中楼层,2,正南,1,毛坯,1,小户型(<90㎡),11,老房(11-20年),豪宅,,,,1
98.0,6599,4室2厅2卫,中楼层,南北,平层,简装,148.51,2008,枫景园,雨花,有,钢混结构,其他,98.0,6599,148.51,2008,枫景园,雨花,4,2,2,中楼层,2,南北通透,1,简装,2,大户型(>144㎡),18,老房(11-20年),豪宅,,,,1
52.0,6471,2室2厅1卫,低楼层,南,平层,精装,80.36,2011,中国铁建国际城,长沙县,有,钢混结构,两梯四户,52.0,6471,80.36,2011,中国铁建国际城,长沙县,2,2,1,低楼层,1,正南,1,精装,3,小户型(<90㎡),15,老房(11-20年),豪宅,,,,1
85.0,9225,3室2厅1卫,中楼层,南,平层,其他,92.15,2013,保利麓谷林语蔷薇谷,岳麓,有,钢混结构,两梯三户,85.0,9225,92.15,2013,保利麓谷林语蔷薇谷,岳麓,3,2,1,中楼层,2,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
96.0,7200,4室2厅2卫,低楼层,南,平层,其他,133.34,2014,珠江东方明珠,望城,有,钢混结构,两梯三户,96.0,7200,133.34,2014,珠江东方明珠,望城,4,2,2,低楼层,1,正南,1,其他,0,中户型(90-144㎡),12,老房(11-20年),豪宅,,,,1
68.8,8508,2室1厅1卫,中楼层,南,平层,简装,80.87,2010,万国城MOMA一期,开福,有,钢混结构,两梯三户,68.8,8508,80.87,2010,万国城MOMA一期,开福,2,1,1,中楼层,2,正南,1,简装,2,小户型(<90㎡),16,老房(11-20年),豪宅,,,,1
59.8,6572,3室2厅1卫,低楼层,南北,平层,其他,91.0,2017,和悦城,长沙县,有,钢混结构,两梯四户,59.8,6572,91.0,2017,和悦城,长沙县,3,2,1,低楼层,1,南北通透,1,其他,0,中户型(90-144㎡),9,次新房(6-10年),豪宅,,,,1
42.0,7683,1室1厅1卫,低楼层,西南,平层,精装,54.67,2011,先锋东外滩,芙蓉,有,钢混结构,六梯三十户,42.0,7683,54.67,2011,先锋东外滩,芙蓉,1,1,1,低楼层,1,西南,1,精装,3,小户型(<90㎡),15,老房(11-20年),豪宅,6.0,30.0,5.0,1
280.0,9151,4室2厅3卫,高楼层,南,平层,其他,306.0,2016,碧桂园天玺湾,长沙县,有,钢混结构,两梯三户,280.0,9151,306.0,2016,碧桂园天玺湾,长沙县,4,2,3,高楼层,3,正南,1,其他,0,大户型(>144㎡),10,次新房(6-10年),豪宅,,,,1
55.8,6565,3室2厅1卫,高楼层,南,平层,其他,85.0,2011,中国铁建国际城,长沙县,有,钢混结构,两梯四户,55.8,6565,85.0,2011,中国铁建国际城,长沙县,3,2,1,高楼层,3,正南,1,其他,0,小户型(<90㎡),15,老房(11-20年),豪宅,,,,1
145.0,10627,3室2厅2卫,高楼层,南北,平层,精装,136.45,2013,恒大御景天下二期,开福,有,钢混结构,其他,145.0,10627,136.45,2013,恒大御景天下二期,开福,3,2,2,高楼层,3,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
118.0,12450,3室2厅2卫,高楼层,南,平层,精装,94.78,2013,北辰中央公园(慧辰园),天心,有,钢混结构,两梯四户,118.0,12450,94.78,2013,北辰中央公园(慧辰园),天心,3,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
98.0,13368,2室1厅1卫,高楼层,东南,平层,精装,73.31,2007,君悦香邸,开福,有,钢混结构,两梯六户,98.0,13368,73.31,2007,君悦香邸,开福,2,1,1,高楼层,3,东南,1,精装,3,小户型(<90㎡),19,老房(11-20年),豪宅,,,,1
138.0,11543,3室1厅1卫,中楼层,南北,平层,精装,119.56,2013,兰亭玥岛,天心,有,钢混结构,两梯五户,138.0,11543,119.56,2013,兰亭玥岛,天心,3,1,1,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
88.8,9209,3室2厅2卫,高楼层,南,平层,其他,96.43,2019,碧桂园中央花园,长沙县,有,钢混结构,两梯四户,88.8,9209,96.43,2019,碧桂园中央花园,长沙县,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),7,次新房(6-10年),豪宅,,,,1
