总价(万),单价(元/平米),房型,楼层,朝向,户型结构,装修情况,总面积,建造时间,小区名称,地区,是否有电梯,建筑结构,梯户比例,total_price,unit_price,total_area,build_year,community,district,room_cnt,hall_cnt,toilet_cnt,floor_level,floor_code,direction_clean,is_south_facing,decoration_type,decoration_score,area_range,house_age,age_range,price_level,elevator_num,household_num,density,is_valid
490.0,21586,4室2厅3卫,中楼层,南北,平层,其他,227.0,2013,运达中央广场,雨花,有,钢混结构,两梯两户,490.0,21586,227.0,2013,运达中央广场,雨花,4,2,3,中楼层,2,南北通透,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
46.0,6479,2室1厅1卫,高楼层,东南南,平层,简装,71.0,2013,黎郡新宇康景园,雨花,有,钢混结构,其他,46.0,6479,71.0,2013,黎郡新宇康景园,雨花,2,1,1,高楼层,3,东南,1,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
66.8,8653,2室2厅1卫,高楼层,东西北,平层,精装,77.2,2013,熙台岭社区,天心,有,钢混结构,其他,66.8,8653,77.2,2013,熙台岭社区,天心,2,2,1,高楼层,3,东,0,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
72.0,5625,4室2厅2卫,低楼层,南北,平层,毛坯,128.0,2013,鸿海·公园里,望城,有,钢混结构,其他,72.0,5625,128.0,2013,鸿海·公园里,望城,4,2,2,低楼层,1,南北通透,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
103.8,8554,4室2厅2卫,中楼层,南北,平层,毛坯,121.35,2013,松雅湖壹号,长沙县,有,钢混结构,其他,103.8,8554,121.35,2013,松雅湖壹号,长沙县,4,2,2,中楼层,2,南北通透,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
87.0,9959,2室2厅1卫,中楼层,西,平层,其他,87.36,2013,恒大雅苑,开福,有,钢混结构,两梯四户,87.0,9959,87.36,2013,恒大雅苑,开福,2,2,1,中楼层,2,西,0,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
48.0,6255,2室1厅1卫,中楼层,南,平层,其他,76.75,2013,马王堆社区火星7片,芙蓉,有,钢混结构,其他,48.0,6255,76.75,2013,马王堆社区火星7片,芙蓉,2,1,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
127.0,9407,4室2厅2卫,中楼层,南北,平层,其他,135.02,2013,钱隆国际,开福,有,钢混结构,两梯三户,127.0,9407,135.02,2013,钱隆国际,开福,4,2,2,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
320.0,16633,5室2厅3卫,低楼层,南,平层,其他,192.39,2013,绿地V岛,开福,有,钢混结构,其他,320.0,16633,192.39,2013,绿地V岛,开福,5,2,3,低楼层,1,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
106.0,7897,3室2厅2卫,中楼层,南,平层,简装,134.24,2010,天赐良园,雨花,有,钢混结构,两梯三户,106.0,7897,134.24,2010,天赐良园,雨花,3,2,2,中楼层,2,正南,1,简装,2,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
25.0,5752,1室1厅1卫,低楼层,南,平层,毛坯,43.47,2015,富基世纪公园,望城,有,钢混结构,两梯三户,25.0,5752,43.47,2015,富基世纪公园,望城,1,1,1,低楼层,1,正南,1,毛坯,1,小户型(<90㎡),11,老房(11-20年),豪宅,,,,1
135.0,10208,3室2厅2卫,中楼层,南,平层,精装,132.25,2013,新城新世界一期,雨花,有,钢混结构,两梯四户,135.0,10208,132.25,2013,新城新世界一期,雨花,3,2,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
226.8,18009,3室2厅2卫,低楼层,南北,平层,其他,125.94,2020,明昇壹城,雨花,有,钢混结构,其他,226.8,18009,125.94,2020,明昇壹城,雨花,3,2,2,低楼层,1,南北通透,1,其他,0,中户型(90-144㎡),6,次新房(6-10年),豪宅,,,,1
155.0,11743,4室2厅2卫,中楼层,南,平层,毛坯,132.0,2013,长房云尚公馆,岳麓,有,钢混结构,两梯三户,155.0,11743,132.0,2013,长房云尚公馆,岳麓,4,2,2,中楼层,2,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
80.0,8984,2室1厅1卫,高楼层,南,平层,简装,89.05,2010,世纪城映江苑,开福,有,钢混结构,两梯四户,80.0,8984,89.05,2010,世纪城映江苑,开福,2,1,1,高楼层,3,正南,1,简装,2,小户型(<90㎡),16,老房(11-20年),豪宅,,,,1
116.0,12075,3室2厅2卫,低楼层,南北,平层,毛坯,96.07,2015,澳海澜庭,望城,有,钢混结构,其他,116.0,12075,96.07,2015,澳海澜庭,望城,3,2,2,低楼层,1,南北通透,1,毛坯,1,中户型(90-144㎡),11,老房(11-20年),豪宅,,,,1
48.8,5823,2室2厅1卫,中楼层,南,平层,毛坯,83.81,2013,大汉汉府,望城,有,钢混结构,其他,48.8,5823,83.81,2013,大汉汉府,望城,2,2,1,中楼层,2,正南,1,毛坯,1,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
100.0,10189,3室2厅1卫,中楼层,南,平层,精装,98.15,2017,爵世名邸东湖,芙蓉,有,钢混结构,两梯四户,100.0,10189,98.15,2017,爵世名邸东湖,芙蓉,3,2,1,中楼层,2,正南,1,精装,3,中户型(90-144㎡),9,次新房(6-10年),豪宅,,,,1
140.0,11673,4室2厅2卫,高楼层,南北,平层,精装,119.94,2017,天鸿中央大院,天心,有,钢混结构,两梯三户,140.0,11673,119.94,2017,天鸿中央大院,天心,4,2,2,高楼层,3,南北通透,1,精装,3,中户型(90-144㎡),9,次新房(6-10年),豪宅,,,,1
142.0,10920,4室2厅2卫,高楼层,南,平层,其他,130.04,2014,鑫远和城,天心,有,钢混结构,两梯三户,142.0,10920,130.04,2014,鑫远和城,天心,4,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),12,老房(11-20年),豪宅,,,,1
60.0,7143,3室2厅1卫,中楼层,南,平层,其他,84.0,2017,碧桂园天玺湾,长沙县,有,钢混结构,两梯四户,60.0,7143,84.0,2017,碧桂园天玺湾,长沙县,3,2,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),9,次新房(6-10年),豪宅,,,,1
210.0,16262,4室2厅2卫,高楼层,南北,平层,毛坯,129.14,2013,中建钰和城,天心,有,钢混结构,两梯四户,210.0,16262,129.14,2013,中建钰和城,天心,4,2,2,高楼层,3,南北通透,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
75.0,6902,3室2厅2卫,高楼层,南,平层,精装,108.67,2013,澳海文澜府,望城,有,钢混结构,其他,75.0,6902,108.67,2013,澳海文澜府,望城,3,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
72.8,8947,3室2厅1卫,高楼层,南,平层,精装,81.37,2018,海德公园,长沙县,有,钢混结构,两梯四户,72.8,8947,81.37,2018,海德公园,长沙县,3,2,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),8,次新房(6-10年),豪宅,,,,1
68.8,6310,3室2厅2卫,低楼层,南,平层,其他,109.05,2013,澳海文澜府,望城,有,钢混结构,其他,68.8,6310,109.05,2013,澳海文澜府,望城,3,2,2,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
48.0,5722,2室2厅1卫,高楼层,南北,平层,其他,83.9,2013,湖南省变电修试安装公司宿舍东瓜山二村,天心,有,钢混结构,其他,48.0,5722,83.9,2013,湖南省变电修试安装公司宿舍东瓜山二村,天心,2,2,1,高楼层,3,南北通透,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
130.0,15040,3室2厅2卫,中楼层,南,平层,毛坯,86.44,2012,南山雍江汇一期,岳麓,有,混合结构,两梯四户,130.0,15040,86.44,2012,南山雍江汇一期,岳麓,3,2,2,中楼层,2,正南,1,毛坯,1,小户型(<90㎡),14,老房(11-20年),豪宅,,,,1
103.0,6398,5室2厅2卫,高楼层,南,平层,其他,161.0,2010,爱琴海岸,长沙县,有,框架结构,两梯四户,103.0,6398,161.0,2010,爱琴海岸,长沙县,5,2,2,高楼层,3,正南,1,其他,0,大户型(>144㎡),16,老房(11-20年),豪宅,,,,1
75.0,8489,2室2厅1卫,高楼层,东南,平层,精装,88.36,2007,金凤滩家园,雨花,有,钢混结构,两梯四户,75.0,8489,88.36,2007,金凤滩家园,雨花,2,2,1,高楼层,3,东南,1,精装,3,小户型(<90㎡),19,老房(11-20年),豪宅,,,,1
145.0,8476,5室2厅2卫,低楼层,南,平层,其他,171.09,2013,松雅湖壹号,长沙县,有,钢混结构,其他,145.0,8476,171.09,2013,松雅湖壹号,长沙县,5,2,2,低楼层,1,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
188.0,12618,5室2厅2卫,中楼层,南,复式,其他,149.0,2013,越秀湘江星汇城,望城,有,钢混结构,其他,188.0,12618,149.0,2013,越秀湘江星汇城,望城,5,2,2,中楼层,2,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
165.0,9965,5室2厅2卫,高楼层,南,平层,简装,165.59,2013,天元涉外景园,岳麓,有,钢混结构,两梯三户,165.0,9965,165.59,2013,天元涉外景园,岳麓,5,2,2,高楼层,3,正南,1,简装,2,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
200.0,15038,4室2厅2卫,中楼层,南,平层,毛坯,133.0,2013,保利大都汇,雨花,有,钢混结构,一梯两户,200.0,15038,133.0,2013,保利大都汇,雨花,4,2,2,中楼层,2,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
134.0,9941,4室2厅2卫,中楼层,南北,平层,精装,134.8,2010,恒基凯旋门,长沙县,有,钢混结构,两梯四户,134.0,9941,134.8,2010,恒基凯旋门,长沙县,4,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
106.0,7945,3室2厅2卫,中楼层,南,平层,简装,133.42,2006,枫林美景,岳麓,有,钢混结构,一梯两户,106.0,7945,133.42,2006,枫林美景,岳麓,3,2,2,中楼层,2,正南,1,简装,2,中户型(90-144㎡),20,老房(11-20年),豪宅,,,,1
65.0,7928,2室1厅1卫,高楼层,南,平层,简装,81.99,2013,湘府东苑,天心,有,钢混结构,六梯九户,65.0,7928,81.99,2013,湘府东苑,天心,2,1,1,高楼层,3,正南,1,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,6.0,9.0,1.5,1
131.25,7472,5室2厅2卫,中楼层,南,平层,其他,175.67,2013,大汉汉园,望城,有,钢混结构,其他,131.25,7472,175.67,2013,大汉汉园,望城,5,2,2,中楼层,2,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
115.0,10945,3室2厅1卫,中楼层,南,平层,毛坯,105.08,2013,红星天铂,雨花,有,钢混结构,其他,115.0,10945,105.08,2013,红星天铂,雨花,3,2,1,中楼层,2,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
300.0,15595,4室2厅2卫,低楼层,南,平层,其他,192.38,2013,绿地V岛,开福,有,钢混结构,其他,300.0,15595,192.38,2013,绿地V岛,开福,4,2,2,低楼层,1,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
95.0,10753,3室1厅1卫,中楼层,南北,平层,精装,88.35,2013,上林紫郡,开福,有,钢混结构,两梯十六户,95.0,10753,88.35,2013,上林紫郡,开福,3,1,1,中楼层,2,南北通透,1,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
35.0,8188,1室1厅1卫,高楼层,南,平层,简装,42.75,2011,凯轩云顶,雨花,有,钢混结构,六梯二十七户,35.0,8188,42.75,2011,凯轩云顶,雨花,1,1,1,高楼层,3,正南,1,简装,2,小户型(<90㎡),15,老房(11-20年),豪宅,6.0,27.0,4.5,1
65.0,6437,3室2厅1卫,低楼层,南,平层,简装,100.99,2019,东方美地,长沙县,有,钢混结构,其他,65.0,6437,100.99,2019,东方美地,长沙县,3,2,1,低楼层,1,正南,1,简装,2,中户型(90-144㎡),7,次新房(6-10年),豪宅,,,,1
102.4,7958,3室2厅2卫,中楼层,南,平层,其他,128.69,2012,好望谷云邸,长沙县,有,钢混结构,两梯四户,102.4,7958,128.69,2012,好望谷云邸,长沙县,3,2,2,中楼层,2,正南,1,其他,0,中户型(90-144㎡),14,老房(11-20年),豪宅,,,,1
98.8,7759,3室2厅2卫,中楼层,南,平层,精装,127.35,2019,怡海星城,天心,有,钢混结构,两梯四户,98.8,7759,127.35,2019,怡海星城,天心,3,2,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),7,次新房(6-10年),豪宅,,,,1
138.0,9499,3室2厅2卫,低楼层,南,平层,其他,145.28,2013,幸福人家,芙蓉,有,钢混结构,其他,138.0,9499,145.28,2013,幸福人家,芙蓉,3,2,2,低楼层,1,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
109.8,10975,1室2厅1卫,中楼层,南北,平层,精装,100.05,2015,江山如画,天心,有,钢混结构,两梯三户,109.8,10975,100.05,2015,江山如画,天心,1,2,1,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),11,老房(11-20年),豪宅,,,,1
198.0,14143,4室2厅2卫,低楼层,南,平层,其他,140.0,2013,和景园,雨花,有,钢混结构,其他,198.0,14143,140.0,2013,和景园,雨花,4,2,2,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
67.0,8067,3室2厅1卫,高楼层,南,平层,毛坯,83.06,2018,卓越蔚蓝城邦,雨花,有,钢混结构,两梯四户,67.0,8067,83.06,2018,卓越蔚蓝城邦,雨花,3,2,1,高楼层,3,正南,1,毛坯,1,小户型(<90㎡),8,次新房(6-10年),豪宅,,,,1
76.8,6279,3室2厅2卫,中楼层,南北,平层,精装,122.32,2013,中新森林海,望城,有,钢混结构,其他,76.8,6279,122.32,2013,中新森林海,望城,3,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
75.8,9072,2室2厅1卫,中楼层,东南,平层,其他,83.56,2013,金碧文华,天心,有,钢混结构,两梯四户,75.8,9072,83.56,2013,金碧文华,天心,2,2,1,中楼层,2,东南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
69.0,7583,3室2厅1卫,低楼层,南,平层,其他,91.0,2013,公园尚,岳麓,有,钢混结构,两梯四户,69.0,7583,91.0,2013,公园尚,岳麓,3,2,1,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
54.0,6039,2室2厅1卫,低楼层,南,平层,精装,89.43,2009,香槟小镇,长沙县,有,钢混结构,两梯四户,54.0,6039,89.43,2009,香槟小镇,长沙县,2,2,1,低楼层,1,正南,1,精装,3,小户型(<90㎡),17,老房(11-20年),豪宅,,,,1
55.0,6171,3室2厅1卫,高楼层,南,平层,其他,89.13,2019,碧桂园公园壹号,天心,有,钢混结构,两梯四户,55.0,6171,89.13,2019,碧桂园公园壹号,天心,3,2,1,高楼层,3,正南,1,其他,0,小户型(<90㎡),7,次新房(6-10年),豪宅,,,,1
61.8,7418,2室1厅1卫,低楼层,南,平层,简装,83.32,2014,海伦堡海伦春天,长沙县,有,钢混结构,两梯四户,61.8,7418,83.32,2014,海伦堡海伦春天,长沙县,2,1,1,低楼层,1,正南,1,简装,2,小户型(<90㎡),12,老房(11-20年),豪宅,,,,1
368.0,18518,3室2厅3卫,高楼层,西,平层,简装,198.73,2016,北辰定江洋,开福,有,钢混结构,两梯两户,368.0,18518,198.73,2016,北辰定江洋,开福,3,2,3,高楼层,3,西,0,简装,2,大户型(>144㎡),10,次新房(6-10年),豪宅,,,,1
105.0,11257,3室2厅1卫,中楼层,南北,平层,精装,93.28,2013,五矿万境蓝山,天心,有,钢混结构,其他,105.0,11257,93.28,2013,五矿万境蓝山,天心,3,2,1,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
79.0,8168,3室2厅1卫,中楼层,南北,平层,其他,96.72,2011,森林公园壹号,雨花,有,钢混结构,两梯四户,79.0,8168,96.72,2011,森林公园壹号,雨花,3,2,1,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),15,老房(11-20年),豪宅,,,,1
32.8,6568,1室1厅1卫,高楼层,南,平层,精装,49.94,2013,高升时代广场,雨花,有,钢混结构,六梯二十六户,32.8,6568,49.94,2013,高升时代广场,雨花,1,1,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,6.0,26.0,4.333333333333333,1
73.0,8102,3室2厅1卫,高楼层,南,平层,毛坯,90.11,2020,深业睿城,长沙县,有,钢混结构,两梯四户,73.0,8102,90.11,2020,深业睿城,长沙县,3,2,1,高楼层,3,正南,1,毛坯,1,中户型(90-144㎡),6,次新房(6-10年),豪宅,,,,1
96.8,6817,4室2厅2卫,高楼层,南北,平层,毛坯,142.0,2020,永宏万家里,长沙县,有,钢混结构,两梯三户,96.8,6817,142.0,2020,永宏万家里,长沙县,4,2,2,高楼层,3,南北通透,1,毛坯,1,中户型(90-144㎡),6,次新房(6-10年),豪宅,,,,1
230.0,18269,3室2厅2卫,高楼层,南,平层,精装,125.9,2013,梅溪湖壹号三期,岳麓,有,未知结构,两梯四户,230.0,18269,125.9,2013,梅溪湖壹号三期,岳麓,3,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
71.8,5319,4室2厅2卫,中楼层,南北,平层,精装,135.0,2013,金融街中央领御,宁乡,有,未知结构,两梯两户,71.8,5319,135.0,2013,金融街中央领御,宁乡,4,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
129.6,11040,3室2厅2卫,低楼层,南北,平层,毛坯,117.4,2013,中交中央公园,芙蓉,有,钢混结构,其他,129.6,11040,117.4,2013,中交中央公园,芙蓉,3,2,2,低楼层,1,南北通透,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
82.0,7781,3室2厅2卫,高楼层,南,平层,其他,105.39,2012,高林仕家,长沙县,有,钢混结构,三梯四户,82.0,7781,105.39,2012,高林仕家,长沙县,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),14,老房(11-20年),豪宅,3.0,4.0,1.3333333333333333,1
19.8,5211,1室1厅1卫,低楼层,东,平层,精装,38.0,2012,水岸世景,长沙县,有,钢混结构,八梯二十四户,19.8,5211,38.0,2012,水岸世景,长沙县,1,1,1,低楼层,1,东,0,精装,3,小户型(<90㎡),14,老房(11-20年),豪宅,8.0,24.0,3.0,1
126.0,11246,3室2厅2卫,中楼层,西南,平层,精装,112.04,2013,阳光城尚东湾蓝莓苑,雨花,有,钢混结构,两梯四户,126.0,11246,112.04,2013,阳光城尚东湾蓝莓苑,雨花,3,2,2,中楼层,2,西南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
272.0,22257,3室2厅2卫,高楼层,南,平层,精装,122.21,2015,金茂梅溪湖,岳麓,有,钢混结构,两梯三户,272.0,22257,122.21,2015,金茂梅溪湖,岳麓,3,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),11,老房(11-20年),豪宅,,,,1
120.0,10705,3室2厅2卫,高楼层,南北,平层,精装,112.1,2017,钱隆世家,开福,有,钢混结构,两梯四户,120.0,10705,112.1,2017,钱隆世家,开福,3,2,2,高楼层,3,南北通透,1,精装,3,中户型(90-144㎡),9,次新房(6-10年),豪宅,,,,1
60.0,7496,2室2厅1卫,中楼层,南,平层,精装,80.05,2002,新星小区,雨花,有,钢混结构,其他,60.0,7496,80.05,2002,新星小区,雨花,2,2,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),24,老旧房(>20年),豪宅,,,,1
50.0,7248,2室1厅1卫,中楼层,南,平层,其他,68.99,2013,浩龙音乐界,望城,有,钢混结构,两梯四户,50.0,7248,68.99,2013,浩龙音乐界,望城,2,1,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
398.0,18000,4室2厅3卫,低楼层,南,平层,精装,221.12,2013,嘉臣道,望城,有,钢混结构,两梯两户,398.0,18000,221.12,2013,嘉臣道,望城,4,2,3,低楼层,1,正南,1,精装,3,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
78.0,8765,3室2厅2卫,高楼层,南,平层,其他,89.0,2018,华润置地广场二期,长沙县,有,框架结构,两梯六户,78.0,8765,89.0,2018,华润置地广场二期,长沙县,3,2,2,高楼层,3,正南,1,其他,0,小户型(<90㎡),8,次新房(6-10年),豪宅,,,,1
76.8,8561,2室2厅1卫,高楼层,南,平层,精装,89.71,2016,恒基凯旋门三期,长沙县,有,钢混结构,两梯五户,76.8,8561,89.71,2016,恒基凯旋门三期,长沙县,2,2,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),10,次新房(6-10年),豪宅,,,,1
149.0,10029,4室2厅2卫,低楼层,南北,平层,精装,148.57,2009,阳光100国际新城二期,岳麓,有,钢混结构,两梯两户,149.0,10029,148.57,2009,阳光100国际新城二期,岳麓,4,2,2,低楼层,1,南北通透,1,精装,3,大户型(>144㎡),17,老房(11-20年),豪宅,,,,1
150.0,9804,4室1厅2卫,低楼层,南北,平层,毛坯,153.0,2013,金地三千府,望城,有,钢混结构,一梯两户,150.0,9804,153.0,2013,金地三千府,望城,4,1,2,低楼层,1,南北通透,1,毛坯,1,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
75.8,5574,4室2厅2卫,低楼层,南北,平层,其他,136.0,2013,美信府台,宁乡,有,钢混结构,其他,75.8,5574,136.0,2013,美信府台,宁乡,4,2,2,低楼层,1,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
130.0,10148,3室2厅2卫,高楼层,南北,平层,其他,128.11,2007,香海西岸东区,岳麓,有,钢混结构,两梯三户,130.0,10148,128.11,2007,香海西岸东区,岳麓,3,2,2,高楼层,3,南北通透,1,其他,0,中户型(90-144㎡),19,老房(11-20年),豪宅,,,,1
113.0,11285,3室2厅2卫,中楼层,南,平层,精装,100.14,2018,合能枫丹丽舍,雨花,有,钢混结构,两梯四户,113.0,11285,100.14,2018,合能枫丹丽舍,雨花,3,2,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),8,次新房(6-10年),豪宅,,,,1
142.8,9427,3室2厅2卫,高楼层,东南,平层,其他,151.48,2013,芙蓉公馆,雨花,有,钢混结构,其他,142.8,9427,151.48,2013,芙蓉公馆,雨花,3,2,2,高楼层,3,东南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
98.0,9257,3室2厅1卫,中楼层,南北,平层,精装,105.87,2022,日盛湖湘花苑,长沙县,有,钢混结构,其他,98.0,9257,105.87,2022,日盛湖湘花苑,长沙县,3,2,1,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),4,新房(0-5年),豪宅,,,,1
150.0,17902,3室2厅1卫,低楼层,南,平层,其他,83.79,2017,惠天然梅岭国际,岳麓,有,钢混结构,两梯四户,150.0,17902,83.79,2017,惠天然梅岭国际,岳麓,3,2,1,低楼层,1,正南,1,其他,0,小户型(<90㎡),9,次新房(6-10年),豪宅,,,,1
145.0,12599,3室2厅2卫,低楼层,南,平层,精装,115.09,2023,新力铂园,天心,有,钢混结构,两梯四户,145.0,12599,115.09,2023,新力铂园,天心,3,2,2,低楼层,1,正南,1,精装,3,中户型(90-144㎡),3,新房(0-5年),豪宅,,,,1
229.0,21623,3室2厅2卫,高楼层,南,平层,精装,105.91,2013,明昇壹城,雨花,有,钢混结构,两梯三户,229.0,21623,105.91,2013,明昇壹城,雨花,3,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
120.0,10259,3室2厅2卫,中楼层,南北,平层,其他,116.98,2010,世纪城融江苑,开福,有,钢混结构,两梯四户,120.0,10259,116.98,2010,世纪城融江苑,开福,3,2,2,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
103.0,6741,4室2厅2卫,中楼层,南,错层,其他,152.8,2004,山水人家一二期,长沙县,有,钢混结构,其他,103.0,6741,152.8,2004,山水人家一二期,长沙县,4,2,2,中楼层,2,正南,1,其他,0,大户型(>144㎡),22,老旧房(>20年),豪宅,,,,1
67.0,7577,3室2厅1卫,高楼层,南北,平层,精装,88.43,2013,雄新水印廊桥,开福,有,钢混结构,两梯五户,67.0,7577,88.43,2013,雄新水印廊桥,开福,3,2,1,高楼层,3,南北通透,1,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
68.8,7151,2室2厅1卫,高楼层,南,平层,其他,96.22,2006,锑都家园,岳麓,有,钢混结构,两梯四户,68.8,7151,96.22,2006,锑都家园,岳麓,2,2,1,高楼层,3,正南,1,其他,0,中户型(90-144㎡),20,老房(11-20年),豪宅,,,,1
41.8,8890,2室1厅1卫,中楼层,南北,平层,其他,47.02,2013,文艺新村,芙蓉,有,钢混结构,其他,41.8,8890,47.02,2013,文艺新村,芙蓉,2,1,1,中楼层,2,南北通透,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
86.0,9064,2室2厅1卫,高楼层,南北,平层,其他,94.89,2010,银桂苑,天心,有,钢混结构,其他,86.0,9064,94.89,2010,银桂苑,天心,2,2,1,高楼层,3,南北通透,1,其他,0,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
38.0,7307,1室1厅1卫,低楼层,东南,平层,精装,52.01,2008,华府一航线,开福,有,钢混结构,四梯十八户,38.0,7307,52.01,2008,华府一航线,开福,1,1,1,低楼层,1,东南,1,精装,3,小户型(<90㎡),18,老房(11-20年),豪宅,4.0,18.0,4.5,1
118.0,8310,4室2厅2卫,高楼层,南,平层,精装,142.0,2013,光明碧桂园培文府锦园,望城,有,钢混结构,其他,118.0,8310,142.0,2013,光明碧桂园培文府锦园,望城,4,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
115.0,12767,3室2厅1卫,高楼层,南,平层,精装,90.08,2013,五矿万境水岸一期,雨花,有,钢混结构,两梯四户,115.0,12767,90.08,2013,五矿万境水岸一期,雨花,3,2,1,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
95.0,8256,3室2厅2卫,中楼层,南,平层,其他,115.08,2018,荣盛花语城,长沙县,有,钢混结构,两梯四户,95.0,8256,115.08,2018,荣盛花语城,长沙县,3,2,2,中楼层,2,正南,1,其他,0,中户型(90-144㎡),8,次新房(6-10年),豪宅,,,,1
148.0,10484,4室2厅2卫,高楼层,南北,平层,精装,141.18,2013,江山帝景哈佛,岳麓,有,钢混结构,其他,148.0,10484,141.18,2013,江山帝景哈佛,岳麓,4,2,2,高楼层,3,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
80.0,9272,2室2厅1卫,高楼层,南,平层,其他,86.29,2008,山水华景,芙蓉,有,钢混结构,两梯五户,80.0,9272,86.29,2008,山水华景,芙蓉,2,2,1,高楼层,3,正南,1,其他,0,小户型(<90㎡),18,老房(11-20年),豪宅,,,,1
89.8,6564,4室2厅2卫,低楼层,南,平层,其他,136.81,2013,花缇紫郡,望城,有,钢混结构,两梯四户,89.8,6564,136.81,2013,花缇紫郡,望城,4,2,2,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
